airport_ident,length__meters,width__meters,le_ident,le_heading_degT,le_displaced_threshold__meters,he_ident,he_heading_degT,he_displaced_threshold__meters,le_latitude_deg,le_longitude_deg,he_latitude_deg,he_longitude_deg
EDDB,4000,60,07R,69,0,25L,249,0,52.345402,13.4684,52.358398,13.5232
EDDC,2850,60,04,41,0,22,221,302,51.124664306640625,13.754674911499023,51.141990661621094,13.778521537780762
EDDE,2600,50,09,98,0,27,278,210,50.981277,10.939734,50.978344,10.976471
EDDF,4000,60,07C,70,0,25C,250,0,50.03260040283203,8.534629821777344,50.045101165771484,8.586979866027832
EDDF,2800,45,07L,70,0,25R,250,0,50.03710174560547,8.497079849243164,50.045799255371094,8.533720016479492
EDDF,4000,45,07R,70,0,25L,250,0,50.02750015258789,8.534170150756836,50.04010009765625,8.586529731750488
EDDF,4000,45,18,180,0,36,360,0,50.034401,8.52593,49.9984,8.52608
EDDG,2170,45,07,71,0,25,251,200,52.131500244140625,7.670060157775879,52.137901306152344,7.700019836425781
EDDH,3250,46,05,50,298,23,230,156,53.61830139160156,9.963709831237793,53.63710021972656,10.001799583435059
EDDH,3666,46,15,153,0,33,333,446,53.65439987182617,9.975210189819336,53.625099182128906,10.000499725341797
EDDK,2459,45,06,64,0,24,244,0,50.86009979248047,7.123779773712158,50.86970138549805,7.155270099639893
EDDK,3815,60,14L,138,0,32R,318,0,50.88050079345703,7.129079818725586,50.855201721191406,7.165689945220947
EDDK,1863,45,14R,138,0,32L,318,0,50.87080001831055,7.1208600997924805,50.85850143432617,7.138740062713623
EDDL,2700,45,05L,53,300,23R,233,300,51.28369903564453,6.748720169067383,51.29840087890625,6.7796502113342285
EDDL,3000,45,05R,53,300,23L,233,300,51.279598236083984,6.751989841461182,51.2958984375,6.786220073699951
EDDM,4000,60,08L,83,0,26R,263,0,48.36280059814453,11.767600059509277,48.36690139770508,11.821200370788574
EDDM,4000,60,08R,83,0,26L,263,0,48.3406982421875,11.75100040435791,48.34479904174805,11.80459976196289
EDDN,2700,45,10,99,0,28,279,0,49.5004997253418,11.059200286865234,49.49689865112305,11.095999717712402
EDDP,3600,45,08L,86,0,26R,266,0,51.43119812011719,12.215800285339355,51.43360137939453,12.267399787902832
EDDP,3600,60,08R,86,0,26L,266,0,51.4116096496582,12.2046480178833,51.41402053833008,12.256247520446777
EDDR,2000,45,09,87,26,27,267,0,49.21419906616211,7.096680164337158,49.21500015258789,7.123720169067383
EDDS,3345,45,07,72,300,25,252,0,48.685699462890625,9.200130462646484,48.694000244140625,9.243800163269043
EDDV,3800,45,09L,93,300,27R,273,300,52.46839904785156,9.648289680480957,52.466800689697266,9.704139709472656
EDDV,2340,45,09R,93,0,27L,273,0,52.45500183105469,9.676770210266113,52.45399856567383,9.711150169372559
EDDW,2040,45,09,88,0,27,268,0,53.046600341796875,8.774450302124023,53.047298431396484,8.804849624633789
EDFH,3800,45,03,32,1055,21,212,300,49.931400299072266,7.246880054473877,49.960201263427734,7.275290012359619
EDHI,2630,45,05,52,104,23,232,754,53.52859878540039,9.821490287780762,53.54330062866211,9.852660179138184
EDHL,2102,60,07,72,300,25,252,0,53.80189895629883,10.701600074768066,53.80777359008789,10.731939315795898
EDJA,2630,45,06,59,290,24,239,290,47.983299255371094,10.225600242614746,47.994300842285156,10.253299713134766
EDLP,2180,45,06,57,0,24,237,0,51.608699798583984,8.603179931640625,51.61940002441406,8.629590034484863
EDLV,2440,45,09,92,0,27,272,0,51.60279846191406,6.124539852142334,51.60210037231445,6.159729957580566
EDLW,2000,45,06,61,300,24,241,300,51.51470184326172,7.601900100708008,51.52349853515625,7.626989841461182
EDMO,2286,45,04,42,0,22,222,0,48.07400131225586,11.273099899291992,48.08919906616211,11.293800354003906
EDNY,2356,45,06,60,270,24,240,206,47.66600036621094,9.49789047241211,47.67660140991211,9.525090217590332
EDOP,3000,55,06,64,0,24,244,0,53.42129898071289,11.762999534606934,53.432701110839844,11.803899765014648
EDOV,1997,52,08,83,0,26,263,0,52.62779998779297,11.805399894714355,52.629798889160156,11.834699630737305
EDRB,3056,45,05,55,300,23,235,250,49.93709945678711,6.546770095825195,49.95289993286133,6.581600189208984
EDRZ,2950,45,03,30,275,21,210,275,49.198001861572266,7.390530109405518,49.22100067138672,7.41077995300293
EDSB,2983,45,03,32,253,21,212,253,48.76789855957031,8.069761276245117,48.79079818725586,8.0912504196167
EDTL,3000,45,03,28,0,21,208,0,48.357398986816406,7.818130016326904,48.381099700927734,7.837319850921631
EDVE,2300,45,08,85,0,26,265,0,52.31840133666992,10.542099952697754,52.32029724121094,10.57568073272705
EDVK,2500,45,09,93,0,27,273,0,51.42179870605469,9.37423038482666,51.4197998046875,9.410079956054688
EDXW,2120,45,14,144,0,32,324,0,54.9193000793457,8.332880020141602,54.903900146484375,8.352089881896973
EEEI,2000,45,07,71,0,25,251,0,59.257301330566406,24.1919002532959,59.263301849365234,24.225099563598633
EETN,3480,45,08,90,250,26,270,0,59.413338,24.805908,59.413174,24.867208
EETU,1800,31,08,88,0,26,268,0,58.30720520019531,26.671579360961914,58.30759811401367,26.702199935913086
EFET,2001,45,03,35,0,21,215,0,68.3552017211914,23.410499572753906,68.37000274658203,23.438199996948242
EFHA,2601,60,08,86,0,26,266,0,61.85530090332031,24.761999130249023,61.8568000793457,24.81130027770996
EFHK,3060,60,04L,48,0,22R,228,60,60.31290054321289,24.903900146484375,60.33150100708008,24.944700241088867
EFHK,3440,60,04R,48,240,22L,228,0,60.30979919433594,24.93320083618164,60.3306999206543,24.97909927368164
EFHK,2901,60,15,154,0,33,334,0,60.330299377441406,24.964500427246094,60.307098388671875,24.988300323486328
EFIV,2499,45,04,47,0,22,227,0,68.59960174560547,27.38290023803711,68.61489868164062,27.427799224853516
EFJO,2500,52,10,110,0,28,290,0,62.66460037231445,29.597700119018555,62.65679931640625,29.643400192260742
EFJY,2601,60,12,134,0,30,314,0,62.40760040283203,25.66010093688965,62.39139938354492,25.696399688720703
EFKA,2700,60,17,177,0,35,357,0,63.139198303222656,23.049999237060547,63.1150016784668,23.052900314331055
EFKE,2503,48,18,188,0,36,8,0,65.79299926757812,24.586000442504883,65.77079772949219,24.578899383544922
EFKI,2499,48,07,80,0,25,260,0,64.28340148925781,27.66699981689453,64.2874984741211,27.71780014038086
EFKK,2500,60,01,11,0,19,191,0,63.707801818847656,23.138200759887695,63.72990036010742,23.147499084472656
EFKS,2500,45,12,132,40,30,312,0,65.99479675292969,29.21969985961914,65.9800033569336,29.259899139404297
EFKT,2500,45,16,166,0,34,346,0,67.71189880371094,24.839799880981445,67.69010162353516,24.853900909423828
EFKU,2800,60,15,157,0,33,337,0,63.01810073852539,27.787599563598633,62.99489974975586,27.809099197387695
EFLP,2500,60,06,67,0,24,247,0,61.04010009765625,28.12310028076172,61.04899978637695,28.165700912475586
EFMA,1903,60,03,23,0,21,203,0,60.11439895629883,19.891399383544922,60.130001068115234,19.90489959716797
EFOU,2501,60,12,121,0,30,301,0,64.93579864501953,25.331899642944336,64.92430114746094,25.377199172973633
EFPO,2351,60,12,126,95,30,306,345,61.468101501464844,21.781299591064453,61.4557991027832,21.817100524902344
EFRO,3002,60,03,37,0,21,217,0,66.5541000366211,25.809999465942383,66.57550048828125,25.850900650024414
EFSA,2300,45,12,126,0,30,306,0,61.949100494384766,28.92729949951172,61.9370002746582,28.962900161743164
EFSI,2000,45,14,136,0,32,316,0,62.697113037109375,22.8218936920166,62.68416976928711,22.84892463684082
EFTP,2700,45,06,64,0,24,244,0,61.40890121459961,23.581600189208984,61.41939926147461,23.627199172973633
EFTU,2500,60,08,85,0,26,265,0,60.513099670410156,22.240100860595703,60.515098571777344,22.285499572753906
EFUT,2000,45,07,78,0,25,258,0,60.894500732421875,26.920299530029297,60.89830017089844,26.95639991760254
EFVA,2660,48,16,163,0,34,343,160,63.06209945678711,21.754499435424805,63.03919982910156,21.769899368286133
EFVR,2000,45,14,142,0,32,322,0,62.180301666259766,27.85409927368164,62.16630172729492,27.877899169921875
EGAA,2780,45,07,65,0,25,245,0,54.65230178833008,-6.2352399826049805,54.66279983520508,-6.1961798667907715
EGAA,1891,45,17,162,160,35,342,153,54.657901763916016,-6.2286200523376465,54.642601013183594,-6.219989776611328
EGAC,1829,45,04,35,92,22,215,0,54.61140060424805,-5.880720138549805,54.624900817871094,-5.864429950714111
EGAE,1969,45,08,73,85,26,253,0,55.040401458740234,-7.175049781799316,55.04520034790039,-7.147329807281494
EGBB,3052,45,15,148,326,33,328,301,52.465599060058594,-1.7611099481582642,52.4463996887207,-1.7397199869155884
EGBE,1825,46,05,47,0,23,227,128,52.36439895629883,-1.4892799854278564,52.3754997253418,-1.4695700407028198
EGBP,2009,45,08,80,171,26,260,265,51.66659927368164,-2.071079969406128,51.66960144042969,-2.0424299240112305
EGCC,3048,45,05L,51,427,23R,231,183,53.34510040283203,-2.2927401065826416,53.36240005493164,-2.2571399211883545
EGCC,3050,45,05R,51,184,23L,231,184,53.332000732421875,-2.310659885406494,53.349098205566406,-2.2749900817871094
EGCD,2292,46,07,67,231,25,247,621,53.333900451660156,-2.1649999618530273,53.34189987182617,-2.1333301067352295
EGCN,2894,60,02,18,218,20,198,86,53.462398529052734,-1.0111500024795532,53.487098693847656,-0.9977390170097351
EGDC,1833,46,10,90,0,28,270,0,51.087100982666016,-4.163509845733643,51.08720016479492,-4.137350082397461
EGDL,2386,45,06,60,0,24,240,185,51.502201080322266,-2.0110199451446533,51.51279830932617,-1.98117995262146
EGDL,1826,45,18,175,0,36,355,0,51.51150131225586,-1.9899499416351318,51.49509811401367,-1.987630009651184
EGDM,3212,46,05,50,0,23,230,0,51.144100189208984,-1.7686100006103516,51.1619987487793,-1.7345199584960938
EGDR,1831,46,11,113,0,29,293,0,50.088600158691406,-5.2659101486206055,50.08219909667969,-5.242350101470947
EGDX,1828,43,07,73,0,25,253,0,51.402801513671875,-3.446010112762451,51.40760040283203,-3.420919895172119
EGDY,2310,46,08,83,0,26,263,23,51.00699996948242,-2.661720037460327,51.009498596191406,-2.629040002822876
EGFF,2354,45,12,117,243,30,297,168,51.4015007019043,-3.358680009841919,51.39179992675781,-3.3279900550842285
EGGD,2011,45,09,86,0,27,266,135,51.38209915161133,-2.7335000038146973,51.383201599121094,-2.704669952392578
EGGP,2285,46,09,86,61,27,266,0,53.33290100097656,-2.8660199642181396,53.33440017700195,-2.8326900005340576
EGGW,2162,46,07,74,0,25,254,85,51.87200164794922,-0.3835499882698059,51.877201080322266,-0.3533329963684082
EGHH,2271,46,08,75,422,26,255,0,50.77750015258789,-1.8579299449920654,50.78269958496094,-1.8267899751663208
EGHQ,2745,87,12,121,0,30,301,0,50.446998596191406,-5.012030124664307,50.43450164794922,-4.978759765625
EGKB,1802,45,03,26,241,21,206,0,51.32360076904297,0.027056999504566193,51.33829879760742,0.03804999962449074
EGKK,2565,45,08L,78,321,26R,258,416,51.14690017700195,-0.212568998336792,51.151798248291016,-0.176814004778862
EGKK,3316,45,08R,78,393,26L,258,268,51.14509963989258,-0.21231399476528168,51.15119934082031,-0.16819199919700623
EGLF,2440,45,06,62,540,24,242,637,51.270599365234375,-0.7920439839363098,51.280799865722656,-0.7611619830131531
EGLJ,1801,46,13,124,52,31,304,0,-1.0,-1.0,-1.0,-1.0
EGLL,3901,50,09L,90,307,27R,270,0,51.477500915527344,-0.48942801356315613,51.477699279785156,-0.43326398730278015
EGLL,3658,45,09R,90,309,27L,270,0,51.464900970458984,-0.48677200078964233,51.46500015258789,-0.4340749979019165
EGMC,1856,36,05,54,174,23,234,146,51.56719970703125,0.6862679719924927,51.575599670410156,0.7049959897994995
EGMH,2752,61,10,101,0,28,281,0,51.344600677490234,1.3268300294876099,51.339698791503906,1.3655600547790527
EGNH,1869,46,10,95,0,28,275,0,53.77220153808594,-3.0426900386810303,53.77090072631836,-3.0144400596618652
EGNJ,2196,45,02,22,0,20,202,246,53.56529998779297,-0.35705798864364624,53.58359909057617,-0.34444400668144226
EGNM,2250,46,14,138,292,32,318,293,53.8734016418457,-1.672070026397705,53.8583984375,-1.6490700244903564
EGNO,2422,46,07,71,64,25,251,0,53.74140167236328,-2.901279926300049,53.7484016418457,-2.8665099143981934
EGNR,2043,45,04,41,300,22,221,300,53.171199798583984,-2.987639904022217,53.185001373291016,-2.967629909515381
EGNS,1753,46,08,78,290,26,258,140,54.08169937133789,-4.636940002441406,54.08470153808594,-4.611110210418701
EGNT,2329,46,07,65,120,25,245,136,55.03350067138672,-1.706339955329895,55.042301177978516,-1.6732699871063232
EGNV,2291,45,05,48,0,23,228,0,54.502201080322266,-1.442430019378662,54.51620101928711,-1.4163800477981567
EGNX,2893,45,09,88,180,27,268,130,52.83060073852539,-1.3495700359344482,52.83140182495117,-1.3066699504852295
EGOD,2286,46,17,170,95,35,350,0,52.81529998779297,-4.130280017852783,52.79499816894531,-4.124259948730469
EGOS,1834,46,18,180,0,36,360,0,52.80179977416992,-2.6679799556732178,52.785400390625,-2.6679298877716064
EGOV,2290,46,13,131,0,31,311,0,53.25379943847656,-4.546199798583984,53.240501403808594,-4.520249843597412
EGPC,1825,45,13,127,250,31,307,310,58.46369934082031,-3.1054699420928955,58.453800201416016,-3.080430030822754
EGPD,1953,46,16,158,0,34,338,0,57.20949935913086,-2.2034099102020264,57.19430160522461,-2.19215989112854
EGPE,1887,46,05,49,66,23,229,0,57.5369987487793,-4.059510231018066,57.54800033569336,-4.03557014465332
EGPF,2665,46,05,46,0,23,226,299,55.86349868774414,-4.449059963226318,55.87990188598633,-4.418310165405273
EGPH,2556,46,06,59,213,24,239,213,55.944000244140625,-3.3901400566101074,55.95589828491211,-3.35506010055542
EGPK,1905,45,03,24,0,21,204,0,55.488399505615234,-4.587409973144531,55.50339889526367,-4.5757598876953125
EGPK,2986,46,12,121,244,30,301,0,55.51639938354492,-4.614759922027588,55.50239944458008,-4.574480056762695
EGPL,1836,46,06,55,120,24,235,0,57.47639846801758,-7.375279903411865,57.485801696777344,-7.350069999694824
EGPO,2200,46,18,174,120,36,354,0,58.225399017333984,-6.332940101623535,58.2057991027832,-6.32919979095459
EGQK,2311,46,07,71,0,25,251,0,57.645999908447266,-3.578819990158081,57.65290069580078,-3.5423800945281982
EGQL,2588,46,08,82,270,26,262,0,56.37300109863281,-2.8817100524902344,56.376399993896484,-2.840250015258789
EGQS,2771,46,05,44,0,23,224,93,57.698001861572266,-3.3534200191497803,57.715999603271484,-3.321310043334961
EGQS,1849,46,10,96,98,28,276,0,57.707298278808594,-3.3438398838043213,57.70539855957031,-3.3130099773406982
EGSC,1965,46,05,50,230,23,230,145,52.19929885864258,0.16405799984931946,52.21070098876953,0.18601399660110474
EGSH,1841,45,09,90,0,27,270,0,52.6758,1.26905,52.675999,1.29627
EGSS,3049,46,04,44,0,22,224,0,51.875099182128906,0.21992500126361847,51.895198822021484,0.25004398822784424
EGTC,1799,46,03,32,205,21,212,0,52.06520080566406,-0.6235979795455933,52.07899856567383,-0.6097970008850098
EGTD,1880,45,07,-1,0,25,-1,0,-1.0,-1.0,-1.0,-1.0
EGTE,2083,46,08,76,10,26,256,36,50.731998443603516,-3.4281399250030518,50.73649978637695,-3.3994998931884766
EGTG,2467,91,09,92,175,27,272,315,51.51940155029297,-2.608020067214966,51.51940155029297,-2.57246994972229
EGUB,1823,46,01,8,0,19,188,0,51.60689926147461,-1.0976500511169434,51.62310028076172,-1.0940699577331543
EGUL,2743,46,06,56,0,24,236,0,52.40250015258789,0.5443829894065857,52.41640090942383,0.5776469707489014
EGUN,2811,61,10,103,0,28,283,0,52.36429977416992,0.46799999475479126,52.358699798583984,0.508167028427124
EGUW,2424,46,05,48,140,23,228,0,52.120601654052734,0.9437999725341797,52.134300231933594,0.9685310125350952
EGVA,3046,61,09,88,0,27,268,0,51.68299865722656,-1.812000036239624,51.683998107910156,-1.7680000066757202
EGVN,3050,56,07,74,0,25,254,0,51.74610137939453,-1.6041300296783447,51.75389862060547,-1.5617899894714355
EGVO,1838,43,09,93,1,27,273,0,51.234500885009766,-0.9558860063552856,51.23379898071289,-0.9296280145645142
EGXC,2744,61,07,72,0,25,252,0,53.089298248291016,-0.18556399643421173,53.09700012207031,-0.14669199287891388
EGXD,1858,46,15,151,142,33,331,96,54.144100189208984,-1.4269200563430786,54.129398345947266,-1.4128999710083008
EGXE,2292,46,16,156,0,34,336,0,54.30189895629883,-1.5426100492477417,54.283199310302734,-1.5281800031661987
EGXG,1877,46,06,55,166,24,235,0,53.8296012878418,-1.2072399854660034,53.839298248291016,-1.1839699745178223
EGXH,2747,61,09,81,0,27,261,0,52.340999603271484,0.7531110048294067,52.34469985961914,0.7929059863090515
EGXJ,2744,60,04,41,0,22,221,0,52.72650146484375,-0.662132978439331,52.744998931884766,-0.6353060007095337
EGXP,2740,61,04,41,0,22,221,0,53.29869842529297,-0.5643529891967773,53.31719970703125,-0.5373079776763916
EGXT,2759,61,07,74,0,25,254,0,52.609500885009766,-0.49549999833106995,52.61669921875,-0.4566670060157776
EGXU,1835,46,03,32,152,21,212,0,54.04240036010742,-1.2604199647903442,54.056400299072266,-1.2457599639892578
EGXW,2743,61,02,22,0,20,202,0,53.154701232910156,-0.5314810276031494,53.1776008605957,-0.5163310170173645
EGXZ,1813,45,02,22,380,20,202,0,54.19770050048828,-1.3870600461959839,54.213199615478516,-1.3764699697494507
EGYD,2082,45,08,83,0,26,263,0,53.02870178222656,-0.5057029724121094,53.030799865722656,-0.47874200344085693
EGYM,1855,91,01,9,0,19,189,0,52.639198303222656,0.5557309985160828,52.65489959716797,0.5596780180931091
EGYM,2786,61,06,55,0,24,235,0,52.64120101928711,0.5335360169410706,52.65530014038086,0.5674030184745789
EGYP,2590,46,10,105,0,28,285,0,-51.81769943237305,-58.47629928588867,-51.82389831542969,-58.439998626708984
EHAM,2020,45,04,41,0,22,221,0,52.30039978027344,4.783480167388916,52.31399917602539,4.803020000457764
EHAM,3439,45,06,58,250,24,238,0,52.287899017333984,4.734020233154297,52.30459976196289,4.777520179748535
EHAM,3453,45,09,87,90,27,267,0,52.31660079956055,4.746349811553955,52.31840133666992,4.796889781951904
EHAM,3300,45,18C,183,0,36C,3,450,52.33140182495117,4.740029811859131,52.30179977416992,4.737500190734863
EHAM,3400,45,18L,183,575,36R,3,0,52.3213005065918,4.7799601554870605,52.29079818725586,4.777349948883057
EHAM,3800,60,18R,183,270,36L,3,0,52.362701416015625,4.711929798126221,52.3286018371582,4.7088398933410645
EHBK,2750,45,03,30,250,21,205,250,50.901798248291016,5.760049819946289,50.920799255371094,5.779230117797852
EHEH,3000,45,03,31,250,21,213,250,51.4390983581543,5.362130165100098,51.46120071411133,5.386889934539795
EHGG,2500,45,05,52,0,23,232,0,53.1150016784668,6.569129943847656,53.125,6.590270042419434
EHGR,2768,45,10,98,130,28,279,101,51.56949996948242,4.911980152130127,51.56520080566406,4.951449871063232
EHLE,2700,45,05,46,0,23,225,0,52.45109939575195,5.511020183563232,52.45869827270508,5.524590015411377
EHLW,2452,50,05,53,258,23,233,321,53.219200134277344,5.73783016204834,53.231300354003906,5.767330169677734
EHLW,2000,50,09,88,59,27,268,0,53.22869873046875,5.7396697998046875,53.22850036621094,5.769670009613037
EHRD,2200,45,06,56,200,24,235,200,51.95209884643555,4.428239822387695,51.962799072265625,4.455080032348633
EHSB,3075,45,09,91,454,27,271,489,52.127498626708984,5.253950119018555,52.12689971923828,5.299019813537598
EHTW,2987,45,05,56,285,23,236,296,52.2681999206543,6.871230125427246,52.28350067138672,6.907110214233398
EHVB,2440,45,05,52,0,23,232,0,52.1593017578125,4.4039998054504395,52.17300033569336,4.432000160217285
EHVK,3024,46,06L,56,135,24R,235,135,51.650001525878906,5.68927001953125,51.664398193359375,5.726369857788086
EHWO,2443,45,07,67,0,25,248,0,51.4452018737793,4.325669765472412,51.45280075073242,4.358500003814697
EICK,2133,45,16,160,0,34,340,0,51.85029983520508,-8.496439933776855,51.832298278808594,-8.485790252685547
EIDW,3110,45,10L,97,0,28R,278,0,53.43716,-6.28062,53.4352,-6.24496
EIDW,2637,45,10R,95,0,28L,275,0,53.42243,-6.29007,53.4203,-6.25058
EIDW,2072,45,16,157,0,34,337,0,53.437,-6.26198,53.419899,-6.24959
EIKN,2300,45,08,79,153,26,259,0,53.90829849243164,-8.835650444030762,53.91230010986328,-8.801329612731934
EIKY,2000,45,08,71,0,26,251,0,52.178001403808594,-9.537630081176758,52.183799743652344,-9.509940147399902
