airport_ident,length__meters,width__meters,le_ident,le_heading_degT,le_displaced_threshold__meters,he_ident,he_heading_degT,he_displaced_threshold__meters,le_latitude_deg,le_longitude_deg,he_latitude_deg,he_longitude_deg
SVBM,2850,45,09,81,0,27,261,470,10.040300369262695,-69.3718032836914,10.044400215148926,-69.34590148925781
SVBS,2087,40,11,104,0,29,284,0,10.253000259399414,-67.6614990234375,10.248299598693848,-67.64309692382812
SVCR,2061,45,09,79,0,27,259,0,11.413100242614746,-69.69090270996094,11.41670036315918,-69.67240142822266
SVCU,3100,45,08,62,0,26,242,0,10.44379997253418,-64.14299774169922,10.45680046081543,-64.1178970336914
SVCZ,3000,59,08,78,0,26,258,0,9.369339942932129,-66.9363021850586,9.375,-66.90959930419922
SVFM,1974,43,11,102,190,29,282,201,10.486900329589844,-66.85230255126953,10.483099937438965,-66.83470153808594
SVGU,1800,40,05,45,0,23,225,350,9.021220207214355,-69.76090240478516,9.032670021057129,-69.74939727783203
SVJC,2800,45,09,85,0,27,265,0,11.77970027923584,-70.16429901123047,11.781900405883789,-70.13870239257812
SVLF,2025,58,01,360,0,19,180,0,8.229999542236328,-72.27110290527344,8.248310089111328,-72.27100372314453
SVLO,3000,45,08,72,0,26,252,0,11.80459976196289,-66.19200134277344,11.81309986114502,-66.16619873046875
SVMC,3000,45,03L,31,0,21R,211,0,10.545900344848633,-71.73410034179688,10.570899963378906,-71.72350311279297
SVMG,3200,46,09,78,0,27,258,0,10.909299850463867,-63.980899810791016,10.915200233459473,-63.952301025390625
SVMI,3027,45,09,76,0,27,256,0,10.598699569702148,-66.9977035522461,10.605199813842773,-66.97109985351562
SVMI,3500,45,10,88,0,28,268,0,10.603799819946289,-67.01280212402344,10.6048002243042,-66.98079681396484
SVMT,2100,45,06,49,209,24,229,0,9.742819786071777,-63.160499572753906,9.755319595336914,-63.14630126953125
SVPA,2521,43,04,30,0,22,210,0,5.610169887542725,-67.61190032958984,5.629809856414795,-67.60030364990234
SVPC,2124,44,10,96,0,28,276,0,10.481499671936035,-68.08260345458984,10.479499816894531,-68.06340026855469
SVPR,2050,45,07,64,0,25,244,0,8.284500122070312,-62.768699645996094,8.292559623718262,-62.75199890136719
SVSA,1870,40,17,166,0,35,346,0,7.849009990692139,-72.44190216064453,7.832650184631348,-72.4375991821289
SVSO,3045,45,11,110,0,29,290,0,7.569920063018799,-72.04810333251953,7.560309886932373,-72.02220153808594
SVST,1920,45,08,68,0,26,248,0,8.941929817199707,-64.1592025756836,8.948369979858398,-64.14289855957031
SVSZ,2693,40,18,179,80,36,359,0,8.986599922180176,-71.94319915771484,8.962260246276855,-71.94290161132812
SVVA,3000,50,10,93,0,28,273,0,10.150400161743164,-67.94200134277344,10.149100303649902,-67.91480255126953
SVVG,3245,44,09,82,0,27,262,496,8.622039794921875,-71.6874008178711,8.62615966796875,-71.658203125
SVVL,2070,45,03,18,46,21,198,0,9.331850051879883,-70.58699798583984,9.349740028381348,-70.5811996459961
SYCJ,2270,45,06,45,0,24,225,0,6.4918999671936035,-58.260799407958984,6.506420135498047,-58.246299743652344
TAO,3600,60,16,-1,0,34,-1,0,36.38127899169922,120.09323120117188,36.35035705566406,120.10537719726562
TAO,3600,45,17,-1,0,35,-1,0,36.37101745605469,120.07172393798828,36.34009552001953,120.08386993408203
TAPA,2744,45,07,58,200,25,238,0,17.130199432373047,-61.8036994934082,17.143199920654297,-61.781700134277344
TBPB,3353,46,09,76,0,27,256,0,13.070899963378906,-59.50749969482422,13.078300476074219,-59.47740173339844
TFFF,3000,45,10,80,0,28,260,300,14.58846378326416,-61.018287658691406,14.592778205871582,-60.993125915527344
TFFR,3505,45,12,101,400,30,281,250,16.268299102783203,-61.54790115356445,16.262300491333008,-61.51570129394531
TGPY,2744,45,10,90,0,28,270,0,12.004300117492676,-61.79880142211914,12.004199981689453,-61.77360153198242
TIST,2134,46,10,88,0,28,268,701,18.33690071105957,-64.9833984375,18.33769989013672,-64.96330261230469
TISX,3049,46,10,84,0,28,264,300,17.70009994506836,-64.81620025634766,17.702899932861328,-64.7876968383789
TJBQ,3567,61,08,72,0,26,252,0,18.489999771118164,-67.14540100097656,18.49970054626465,-67.11309814453125
TJPS,2104,46,12,108,240,30,288,0,18.011199951171875,-66.57250213623047,18.005399703979492,-66.55359649658203
TJSJ,3049,61,08,67,0,26,247,67,18.438800811767578,-66.01490020751953,18.449499130249023,-65.98829650878906
TJSJ,2443,46,10,90,0,28,270,0,18.4335994720459,-66.01370239257812,18.433500289916992,-65.9906005859375
TKPK,2317,45,07,57,61,25,237,0,17.305500030517578,-62.72779846191406,17.3169002532959,-62.70949935913086
TLPL,2744,45,10,90,0,28,270,150,13.733200073242188,-60.965301513671875,13.733200073242188,-60.93989944458008
TNCA,2743,45,11,104,0,29,284,0,12.504400253295898,-70.02749633789062,12.49839973449707,-70.00299835205078
TNCB,2880,45,10,92,0,28,272,0,12.131400108337402,-68.28179931640625,12.130599975585938,-68.25530242919922
TNCC,3410,60,11,102,830,29,282,0,12.192099571228027,-68.97509765625,12.185600280761719,-68.94450378417969
TNCM,2300,45,10,96,49,28,276,120,18.0393009185791,-63.120201110839844,18.042499542236328,-63.098201751708984
TTCP,2744,48,11,94,306,29,274,0,11.15060043334961,-60.84469985961914,11.148799896240234,-60.819698333740234
TTPP,3200,46,10,90,0,28,270,0,10.59529972076416,-61.351898193359375,10.595399856567383,-61.322601318359375
TVSA,2743,45,04,-1,0,22,-1,300,-1.0,-1.0,-1.0,-1.0
TWC,2600,45,02,-1,0,20,-1,0,-1.0,-1.0,-1.0,-1.0
TX13,1829,30,1,16,0,19,196,0,35.88130187988281,-101.03299713134766,35.89720153808594,-101.0270004272461
TXKF,2958,46,12,102,0,30,282,0,32.36669921875,-64.69409942626953,32.36140060424805,-64.66329956054688
UAAA,4500,45,05L,-1,0,23R,-1,0,43.3473014831543,77.02519989013672,43.37009811401367,77.07109832763672
UAAA,4400,45,05R,56,0,23L,236,0,43.34123992919922,77.0174560546875,43.36347961425781,77.06234741210938
UAAH,2502,40,05,52,0,23,232,0,46.887298583984375,74.99169921875,46.901100158691406,75.0177993774414
UAAT,3001,50,02,-1,0,20,-1,0,45.110496520996094,78.43437957763672,45.13471984863281,78.45118713378906
UACC,3500,45,04,45,0,22,225,0,51.01100158691406,71.44960021972656,51.03340148925781,71.4845962524414
UADD,2900,45,13,137,0,31,317,220,42.86309814453125,71.2916030883789,42.84400177001953,71.31580352783203
UAFM,4200,55,08,80,0,26,260,0,43.05799865722656,74.45220184326172,43.06460189819336,74.50299835205078
UAFO,3212,45,12,125,201,30,305,0,40.6158447265625,72.78065490722656,40.60005569458008,72.80958557128906
UAII,2800,44,10,107,0,28,287,0,42.367801666259766,69.46279907226562,42.36069869995117,69.49539947509766
UAIT,3300,45,05,-1,0,23,-1,0,43.302776,68.533607,43.319519,68.567215
UAKD,2600,42,04,52,0,22,232,0,47.701499938964844,67.72560119628906,47.715999603271484,67.75279998779297
UAKK,3301,60,05,58,0,23,238,0,49.66299819946289,73.31510162353516,49.6786003112793,73.35399627685547
UAON,4500,84,06,-1,0,24,-1,0,-1.0,-1.0,-1.0,-1.0
UARR,2400,42,04,52,0,22,232,0,51.14419937133789,51.52799987792969,51.157501220703125,51.55500030517578
UASK,2510,42,12,131,0,30,311,0,50.04389953613281,82.48090362548828,50.029300689697266,82.50749969482422
UASP,2500,45,03,43,0,21,223,0,52.18669891357422,77.06169891357422,52.20309829711914,77.0864028930664
UASS,3096,44,08,84,0,26,264,0,50.34980010986328,80.21269989013672,50.35279846191406,80.25599670410156
UATE,3052,45,12,123,0,30,303,0,43.86650085449219,51.07809829711914,43.853599548339844,51.105899810791016
UATG,3000,44,14,150,0,32,330,0,47.13359832763672,51.8114013671875,47.11029815673828,51.831199645996094
UATT,3097,60,12,135,0,30,315,0,50.25550079345703,57.19179916381836,50.235801696777344,57.2224006652832
UAUU,2484,48,15,157,0,33,337,0,53.21670150756836,63.54330062866211,53.19670104980469,63.55830001831055
UBBB,4000,60,16,167,0,34,347,0,40.490929,50.030434,40.455917,50.041431
UBBB,3200,45,17,179,0,35,359,0,40.486698150634766,50.06330108642578,40.45669937133789,50.06330108642578
UBBG,3300,45,12,128,0,30,308,0,40.748016357421875,46.3047981262207,40.729793548583984,46.335472106933594
UBBN,3300,42,14L,137,0,32R,317,305,39.19900131225586,45.44559860229492,39.17720031738281,45.47129821777344
UBBN,3300,45,14R,137,0,32L,317,114,39.198299407958984,45.44449996948242,39.17649841308594,45.470401763916016
UBBQ,3600,60,16,-1,0,34,-1,0,-1.0,-1.0,-1.0,-1.0
UDSG,3220,45,02,24,0,20,204,0,40.737098693847656,43.85169982910156,40.76359939575195,43.867000579833984
UDYZ,3850,56,09,90,0,27,270,0,40.14720153808594,44.37329864501953,40.14739990234375,44.41849899291992
UEEE,3400,60,05R,37,0,23L,217,0,62.08190155029297,129.7570037841797,62.106300354003906,129.79600524902344
UELL,3600,45,08,69,0,26,249,0,56.90810012817383,124.88600158691406,56.919700622558594,124.94100189208984
UERP,3100,42,17,164,0,35,344,0,66.4136962890625,112.02100372314453,66.38710021972656,112.04000091552734
UERR,2800,45,07,56,0,25,236,0,62.5276985168457,114.01699829101562,62.54169845581055,114.06099700927734
UESK,1800,60,01,-1,0,19,-1,0,-1.0,-1.0,-1.0,-1.0
UEST,3001,59,03,8,250,21,188,256,71.6843032836914,128.89700317382812,71.71099853515625,128.90899658203125
UGKO,2500,44,07,81,0,25,261,0,42.174801,42.467701,42.178501,42.497501
UGSB,2500,45,13,131,0,31,311,0,41.6161994934082,41.5901985168457,41.60309982299805,41.61050033569336
UGSS,3661,52,12,123,0,30,303,0,42.86709976196289,41.10929870605469,42.84939956665039,41.14699935913086
UGTB,3000,45,13R,136,0,31L,316,0,41.677799224853516,44.940101623535156,41.658199310302734,44.964900970458984
UHBB,2821,45,18,168,0,36,348,0,50.437801361083984,127.40799713134766,50.41299819946289,127.41699981689453
UHHH,3500,45,05L,42,0,23R,222,0,48.51639938354492,135.1699981689453,48.53969955444336,135.20199584960938
UHHH,4000,60,05R,42,0,23L,222,0,48.51470184326172,135.17300415039062,48.54130172729492,135.20899963378906
UHK1,2300,40,05,-1,0,23,-1,0,-1.0,-1.0,-1.0,-1.0
UHK2,2300,35,02,-1,0,20,-1,0,-1.0,-1.0,-1.0,-1.0
UHKD,2500,75,01,-1,0,19,-1,0,-1.0,-1.0,-1.0,-1.0
UHKG,3400,78,12,-1,0,30,-1,0,-1.0,-1.0,-1.0,-1.0
UHKM,3000,46,09,-1,0,27,-1,0,-1.0,-1.0,-1.0,-1.0
UHKP,2500,42,13,-1,0,31,-1,0,-1.0,-1.0,-1.0,-1.0
UHMA,3500,60,01,14,0,19,194,0,64.71980285644531,177.73199462890625,64.7500991821289,177.75100708007812
UHMK,3500,60,09,-1,0,27,-1,0,-1.0,-1.0,-1.0,-1.0
UHMM,3452,59,10,93,0,28,273,0,59.91189956665039,150.69000244140625,59.910099029541016,150.75100708007812
UHMP,2500,42,17,167,49,35,347,0,69.79419708251953,170.58999633789062,69.77239990234375,170.60400390625
UHNN,1900,40,11,-1,0,29,-1,0,-1.0,-1.0,-1.0,-1.0
UHOO,2000,50,03,-1,0,21,-1,0,-1.0,-1.0,-1.0,-1.0
UHPP,3400,60,16L,157,0,34R,337,0,53.184200286865234,158.44400024414062,53.15599822998047,158.46400451660156
UHSI,2300,42,13,-1,0,31,-1,0,-1.0,-1.0,-1.0,-1.0
UHSS,3400,45,01,1,0,19,181,634,46.870399475097656,142.7169952392578,46.90079879760742,142.71800231933594
UHU1,2500,40,03,-1,0,21,-1,0,-1.0,-1.0,-1.0,-1.0
UHWW,3500,60,07R,61,0,25L,241,0,43.393699645996094,132.14199829101562,43.40449905395508,132.16900634765625
UIAA,2874,56,11,100,0,29,280,73,52.02870178222656,113.28500366210938,52.02389907836914,113.32599639892578
UIAE,2500,40,15,-1,0,33,-1,0,-1.0,-1.0,-1.0,-1.0
UIAR,1800,50,06,-1,0,24,-1,0,-1.0,-1.0,-1.0,-1.0
UIBB,3160,60,12,115,0,30,295,0,56.37649917602539,101.67500305175781,56.364601135253906,101.72200012207031
UIBS,3000,40,07,-1,0,25,-1,0,-1.0,-1.0,-1.0,-1.0
UIIB,4000,80,15,-1,0,33,-1,0,-1.0,-1.0,-1.0,-1.0
UIII,3565,45,12,114,0,30,294,0,52.27370071411133,104.37000274658203,52.262298583984375,104.41300201416016
UITT,2000,45,12,-1,0,33,-1,0,-1.0,-1.0,-1.0,-1.0
UIUU,3400,45,08,83,0,26,263,0,51.80670166015625,107.41699981689453,51.8129997253418,107.46499633789062
UKBB,4000,60,18L,183,0,36R,3,0,50.360599517822266,30.908100128173828,50.32469940185547,30.90559959411621
UKBB,3500,63,18R,183,0,36L,3,0,50.35219955444336,30.883100509643555,50.32080078125,30.880800247192383
UKCC,4000,60,08,90,0,26,270,0,48.074798583984375,37.69889831542969,48.07529830932617,37.75230026245117
UKCM,2570,50,02,21,0,20,201,0,47.06529998779297,37.44350051879883,47.08689880371094,37.4556999206543
UKCW,2880,43,09,101,0,27,281,0,48.4197998046875,39.35499954223633,48.415000915527344,39.3932991027832
UKDD,2841,44,09,90,0,27,270,0,48.357200622558594,35.08140182495117,48.357200622558594,35.11970138549805
UKDE,2502,42,02,23,0,20,203,0,47.8567008972168,35.30910110473633,47.87739944458008,35.32229995727539
UKDR,2500,42,18,186,0,36,6,0,48.05440139770508,33.211700439453125,48.03219985961914,33.20830154418945
UKFF,3701,60,01L,13,0,19R,193,0,45.03609848022461,33.96969985961914,45.06829833984375,33.98059844970703
UKHH,2220,50,08,90,0,26,270,0,49.92490005493164,36.27450180053711,49.92470169067383,36.30540084838867
UKKE,2493,42,15,150,0,33,330,0,49.425201416015625,31.986600875854492,49.40589904785156,32.00400161743164
UKKK,2310,45,08,86,150,26,266,48,50.401100158691406,30.435100555419922,50.402400970458984,30.467199325561523
UKKM,3500,56,15,154,0,33,334,0,50.617698669433594,30.181299209594727,50.589298248291016,30.202600479125977
UKLI,2507,44,10,104,0,28,284,0,48.88669967651367,24.670000076293945,48.88169860839844,24.70330047607422
UKLL,3305,45,13,136,0,31,316,0,49.82080078125,23.943899154663086,49.80440139770508,23.968299865722656
UKLN,2216,42,15,153,0,33,333,0,48.2681999206543,25.974000930786133,48.25040054321289,25.987600326538086
UKLR,2626,42,11,118,0,29,298,0,50.612701416015625,26.12540054321289,50.601600646972656,26.157899856567383
UKLT,1971,43,10,104,0,28,284,0,49.52640151977539,25.686899185180664,49.52199935913086,25.713199615478516
UKLU,2038,40,10,103,0,28,283,538,48.63639831542969,22.249900817871094,48.632198333740234,22.27680015563965
UKOH,2500,42,03,-1,0,21,-1,0,46.66655731201172,32.49736785888672,46.68540954589844,32.5151481628418
UKON,2572,44,05,51,0,23,231,0,47.05059814453125,31.906700134277344,47.06520080566406,31.932899475097656
UKOO,2800,45,16,156,0,34,336,0,46.43880081176758,30.671300888061523,46.41469955444336,30.681699752807617
ULAA,2500,44,08,96,0,26,276,0,64.60160064697266,40.69070053100586,64.5989990234375,40.74259948730469
ULAK,3500,60,14,-1,0,32,-1,0,-1.0,-1.0,-1.0,-1.0
ULAM,2500,40,06,-1,0,24,-1,0,-1.0,-1.0,-1.0,-1.0
ULBC,2500,40,03,42,0,21,222,0,59.267601,38.003799,59.2845,38.0336
ULDW,1800,32,04,-1,0,22,-1,0,-1.0,-1.0,-1.0,-1.0
ULH,3050,50,12,-1,0,30,-1,0,-1.0,-1.0,-1.0,-1.0
ULKS,2500,48,13,-1,0,31,-1,0,-1.0,-1.0,-1.0,-1.0
ULLI,3397,60,10L,106,0,28R,286,0,59.80970001220703,30.245399475097656,59.80110168457031,30.303499221801758
ULLI,3780,60,10R,106,0,28L,286,0,59.79990005493164,30.218299865722656,59.790401458740234,30.282899856567383
ULMK,2500,42,11,112,0,29,292,0,67.469667,-1.0,67.455833,33.6085
ULMM,2500,45,13,146,0,31,326,0,68.79100036621094,32.73360061645508,68.77239990234375,32.768001556396484
ULNR,2000,40,01,-1,0,19,-1,0,-1.0,-1.0,-1.0,-1.0
ULOO,2524,44,01,18,0,19,198,0,57.77539825439453,28.390399932861328,57.79249954223633,28.400800704956055
ULPB,2500,48,02,23,0,20,203,0,61.87480163574219,34.14540100097656,61.89550018310547,34.164100646972656
UMBB,2620,42,11,114,0,29,294,0,52.112998962402344,23.878799438476562,52.10350036621094,23.913700103759766
UMGG,2569,43,10,112,0,28,292,0,52.53110122680664,30.999000549316406,52.52289962768555,31.034400939941406
UMII,2606,42,06,62,0,24,242,0,55.12099838256836,30.331600189208984,55.13199996948242,30.367700576782227
UMKK,3350,45,06,66,0,24,246,0,54.885459899902344,20.57479476928711,54.89779281616211,20.622411727905273
UMLI,2998,50,15,-1,0,33,-1,0,-1.0,-1.0,-1.0,-1.0
UMMA,2998,50,04,-1,0,22,-1,0,-1.0,-1.0,-1.0,-1.0
UMMG,2560,42,17,178,0,35,358,0,53.613399505615234,24.0531005859375,53.59049987792969,24.054399490356445
UMMS,3700,60,13L,138,0,31R,318,0,53.90530014038086,28.033300399780273,53.88029861450195,28.07040023803711
UMMS,3641,60,13R,139,0,31L,319,0,53.89476013183594,28.012470245361328,53.87016677856445,28.048967361450195
UMNB,2998,50,08,-1,0,26,-1,0,-1.0,-1.0,-1.0,-1.0
UMOO,2567,42,13,137,0,31,317,0,53.963199615478516,30.08169937133789,53.94660186767578,30.108400344848633
UNAA,3250,45,02,26,492,20,206,242,53.72679901123047,91.37470245361328,53.75320053100586,91.39550018310547
UNAU,1800,35,08,-1,0,26,-1,0,-1.0,-1.0,-1.0,-1.0
UNBB,2850,50,06,67,350,24,247,0,53.35879898071289,83.518798828125,53.36869812011719,83.55829620361328
UNEE,3200,60,05,54,0,23,234,0,55.261600494384766,86.08689880371094,55.27859878540039,86.12750244140625
UNII,2200,40,17,-1,0,35,-1,0,-1.0,-1.0,-1.0,-1.0
UNKL,3700,60,11,113,0,29,293,0,56.179500579833984,92.46589660644531,56.16640090942383,92.52069854736328
UNKM,1800,35,11,-1,0,29,-1,0,-1.0,-1.0,-1.0,-1.0
UNKY,2700,40,05,-1,0,23,-1,0,-1.0,-1.0,-1.0,-1.0
UNNE,3200,75,01,-1,0,19,-1,0,-1.0,-1.0,-1.0,-1.0
UNNT,3597,60,07,81,0,25,261,0,55.010101318359375,82.6229019165039,55.015098571777344,82.67849731445312
UNNT,3602,45,16,170,0,34,350,0,55.04999923706055,82.59333038330078,55.01667022705078,82.60333251953125
UNOO,2500,45,07,77,0,25,257,0,54.964500427246094,73.29149627685547,54.969600677490234,73.32959747314453
UNOS,3000,80,04,-1,0,22,-1,0,-1.0,-1.0,-1.0,-1.0
UNSS,2000,40,15,-1,0,33,-1,0,-1.0,-1.0,-1.0,-1.0
UNTT,2500,50,03,25,0,21,205,0,56.37379837036133,85.19940185546875,56.39250183105469,85.2217025756836
UOHH,2704,48,06,65,0,24,245,200,71.972900390625,102.45500183105469,71.98320007324219,102.5260009765625
UOII,2500,45,12,-1,0,30,-1,0,-1.0,-1.0,-1.0,-1.0
UOOO,2821,45,01,32,0,19,212,0,69.2979965209961,87.30889892578125,69.3240966796875,87.35549926757812
URKA,2500,42,04,42,0,22,222,0,44.99369812011719,37.336700439453125,45.010501861572266,37.3578987121582
URKE,3600,60,08,-1,0,26,-1,0,-1.0,-1.0,-1.0,-1.0
URKG,3100,60,01,14,0,19,194,0,44.56850051879883,38.00830078125,44.59550094604492,38.0177001953125
URKH,2500,48,05,-1,0,23,-1,0,-1.0,-1.0,-1.0,-1.0
URKK,2200,49,05L,53,0,23R,233,0,45.02909851074219,39.14139938354492,45.041099548339844,39.16350173950195
URKK,2998,44,05R,53,0,23L,233,0,45.0260009765625,39.17340087890625,45.04240036010742,39.2036018371582
URML,2640,42,14,149,0,32,329,0,42.826900482177734,47.643798828125,42.806800842285156,47.66080093383789
URMM,3900,60,12,122,0,30,302,0,44.23440170288086,43.06129837036133,44.2156982421875,43.102500915527344
URMN,2200,42,06,63,0,24,243,0,43.50830078125,43.6244010925293,43.51750183105469,43.64870071411133
URMO,3000,45,09,102,0,27,282,0,43.207801818847656,44.588600158691406,43.20240020751953,44.624698638916016
URMT,2600,48,07,76,0,25,256,0,45.10639953613281,42.09659957885742,45.112098693847656,42.12910079956055
URRM,2500,40,09,-1,0,27,-1,0,-1.0,-1.0,-1.0,-1.0
URRP,3600,45,05,54,0,23,234,0,47.484535217285156,39.90536117553711,47.50339889526367,39.944190979003906
URRR,2500,45,04,46,0,22,226,0,47.25040054321289,39.80630111694336,47.2661018371582,39.829898834228516
URSS,2500,49,02,22,0,20,202,0,43.43579864501953,39.94580078125,43.45320129394531,39.95909881591797
URSS,2895,45,06,58,0,24,238,0,43.43949890136719,39.925899505615234,43.450599670410156,39.958499908447266
URWA,3200,45,09,96,0,27,276,0,46.284584045410156,47.990135192871094,46.28116226196289,48.0313606262207
URWI,3200,45,09,98,0,27,278,0,46.376556,44.303276,46.372665,44.344471
US-0571,2286,46,14,148,0,32,328,0,48.26955795288086,-103.75936126708984,48.252174377441406,-103.74292755126953
US-4950,1828,30,16,168,0,34,348,0,29.558557510375977,-99.51811981201172,29.542402267456055,-99.51432800292969
USCC,3200,60,09,104,0,27,284,0,55.309200286865234,61.47890090942383,55.3025016784668,61.527801513671875
USCG,2500,40,12,-1,0,30,-1,0,-1.0,-1.0,-1.0,-1.0
USCM,3250,45,36,16,0,18,196,0,53.37910079956055,58.74879837036133,53.407100677490234,58.76250076293945
USDA,2700,46,04,-1,0,22,-1,0,-1.0,-1.0,-1.0,-1.0
USDB,2700,42,10,-1,0,28,-1,0,-1.0,-1.0,-1.0,-1.0
USDD,2718,46,04,61,0,22,241,0,66.58489990234375,66.58409881591797,66.59660339355469,66.63790130615234
USHH,2798,43,06,75,0,24,255,0,61.025299072265625,69.06099700927734,61.031700134277344,69.11109924316406
USHN,2500,40,16,-1,0,34,-1,0,-1.0,-1.0,-1.0,-1.0
USHS,2500,40,12,-1,0,30,-1,0,-1.0,-1.0,-1.0,-1.0
USHU,2200,42,18,-1,0,36,-1,0,-1.0,-1.0,-1.0,-1.0
USNN,3200,60,03,42,0,21,222,0,60.93870162963867,76.46379852294922,60.959800720214844,76.50340270996094
USPP,3206,49,03,46,707,21,226,0,57.90449905395508,56.001800537109375,57.92449951171875,56.04069900512695
USRK,2507,42,17,190,0,35,10,0,62.201499938964844,74.53800201416016,62.179298400878906,74.52960205078125
USRN,2700,40,14,-1,0,32,-1,0,-1.0,-1.0,-1.0,-1.0
USRR,2790,45,07,90,0,25,270,0,61.34360122680664,73.37580108642578,61.34379959106445,73.42790222167969
USSK,1800,38,08,-1,0,26,-1,0,-1.0,-1.0,-1.0,-1.0
USSS,3025,45,08R,94,0,26L,274,325,56.742401123046875,60.77909851074219,56.740501403808594,60.82820129394531
USTR,3003,45,03,48,0,21,228,0,57.1692008972168,65.28099822998047,57.18730163574219,65.31770324707031
USTR,2704,50,12,135,0,30,315,0,57.18980026245117,65.32389831542969,57.172698974609375,65.35549926757812
USUU,2600,42,02,-1,0,20,-1,0,55.464962,65.404808,55.485165,65.425461
UTAA,3800,45,11L,119,0,29R,299,0,38.00021,58.343109,37.983414,58.380802
UTAA,3800,60,11R,119,0,29L,299,0,37.989929,58.335789,37.973129,58.373478
UTAK,2500,44,16L,167,0,34R,347,0,40.074402,53.003899,40.052502,53.010601
UTAK,3500,45,16R,-1,0,34L,-1,0,40.081509,52.999332,40.050957,53.008911
UTAM,2776,45,18L,178,0,36R,358,0,37.6328010559082,61.89720153808594,37.6077995300293,61.898101806640625
UTAT,2700,42,09L,90,0,27R,270,0,41.76129913330078,59.82529830932617,41.76129913330078,59.8577995300293
UTAV,3800,60,13,126,0,31,306,0,39.094398498535156,63.6067008972168,39.072200775146484,63.619998931884766
UTDD,3100,45,09,90,0,27,270,407,38.54349899291992,68.80680084228516,38.54349899291992,68.84239959716797
UTDK,3000,42,01,17,0,19,197,0,37.974998474121094,69.80169677734375,38.00170135498047,69.81169891357422
UTDL,3185,50,08,82,297,26,262,297,40.2135009765625,69.67620086669922,40.21730041503906,69.71320343017578
UTNU,3373,50,13,140,0,31,320,0,41.59450149536133,60.630001068115234,41.57170104980469,60.656700134277344
UTSA,4000,45,07,-1,0,25,-1,0,40.113426208496094,65.14833068847656,40.12126159667969,65.19413757324219
UTSB,3000,45,01,10,0,19,190,0,39.76169967651367,64.4800033569336,39.788299560546875,64.48670196533203
UTSL,2498,40,07,77,0,25,257,0,38.83110046386719,65.90740203857422,38.83620071411133,65.93550109863281
UTSS,3100,49,09,97,0,27,277,0,39.701900482177734,66.9657974243164,39.69919967651367,67.00189971923828
UTST,3000,42,07,75,0,25,255,0,37.28329849243164,67.29329681396484,37.290000915527344,67.32499694824219
UTTT,4000,60,08L,76,250,26R,256,250,41.256699,69.261703,41.259998,69.301697
UTTT,3905,45,08R,76,198,26L,256,207,41.2533,69.261703,41.258301,69.303299
UUBC,2099,40,13,-1,0,31,-1,0,-1.0,-1.0,-1.0,-1.0
UUBD,3000,68,06,-1,0,24,-1,0,-1.0,-1.0,-1.0,-1.0
UUBI,2500,40,11,-1,0,29,-1,0,-1.0,-1.0,-1.0,-1.0
UUBL,1900,38,02,-1,0,20,-1,0,-1.0,-1.0,-1.0,-1.0
UUBP,2400,42,16,172,0,34,352,0,53.22480010986328,34.17380142211914,53.20349884033203,34.179100036621094
